date,TREND_FOLLOWING,MEAN_REVERSION,HEDGE_OVERLAY,SPY_BENCHMARK
2007-10-19,-0.026156499283790935,-0.0,0.0,-0.026156499283790935
2007-10-22,0.005812235389146547,0.005812235389146547,-0.0,0.005812235389146547
2007-10-23,0.00810440579677052,0.0,-0.0,0.00810440579677052
2007-10-24,-0.0018453365371822184,-0.0,0.0,-0.0018453365371822184
2007-10-25,0.002376769388917621,0.0,-0.0,0.002376769388917621
2007-10-26,0.011723039184999395,0.0,-0.0,0.011723039184999395
2007-10-29,0.003319268769459871,0.0,-0.0,0.003319268769459871
2007-10-30,-0.0069418641697567285,-0.0,0.0,-0.0069418641697567285
2007-10-31,0.010388397599389032,0.0,-0.0,0.010388397599389032
2007-11-01,-0.023407660166008926,-0.0,0.0,-0.023407660166008926
2007-11-02,0.0011256101410732633,0.0,-0.0,0.0011256101410732633
2007-11-05,-0.007605948058378109,-0.0,0.0,-0.007605948058378109
2007-11-06,0.013461974271144372,0.0,-0.0,0.013461974271144372
2007-11-07,-0.027355802141069474,-0.0,0.0,-0.027355802141069474
2007-11-08,-0.005070286468571328,-0.005070286468571328,0.0017746002639999646,-0.005070286468571328
2007-11-09,-0.0137267824651367,-0.0,0.004804373862797844,-0.0137267824651367
2007-11-12,-0.009921178476279047,-0.009921178476279047,0.003472412466697666,-0.009921178476279047
2007-11-13,0.030479520295837226,0.030479520295837226,-0.010667832103543029,0.030479520295837226
2007-11-14,-0.0027684697200029973,-0.0,0.000968964402001049,-0.0027684697200029973
2007-11-15,-0.014423730822969438,-0.0,0.005048305788039303,-0.014423730822969438
2007-11-16,0.00171771498742479,0.0,-0.0006012002455986765,0.00171771498742479
2007-11-19,-0.013923772174645355,-0.0,0.004873320261125874,-0.013923772174645355
2007-11-20,0.006120507855269297,0.0,-0.0021421777493442536,0.006120507855269297
2007-11-21,-0.020464166619451607,-0.0,0.007162458316808062,-0.020464166619451607
2007-11-23,0.017292245352251934,0.017292245352251934,-0.006052285873288176,0.017292245352251934
2007-11-26,-0.02206378018251054,-0.0,0.0077223230638786885,-0.02206378018251054
2007-11-27,0.011493616113999128,0.011493616113999128,-0.004022765639899694,0.011493616113999128
2007-11-28,0.03198433090897557,0.0,-0.011194515818141447,0.03198433090897557
2007-11-29,0.00034010794686056833,0.0,-0.0001190377814011989,0.00034010794686056833
2007-11-30,0.010055424074185026,0.0,-0.003519398425964759,0.010055424074185026
2007-12-03,-0.006591916519586016,-0.0,0.0023071707818551057,-0.006591916519586016
2007-12-04,-0.008938527414645292,-0.0,0.003128484595125852,-0.008938527414645292
2007-12-05,0.01673968277893856,0.0,-0.005858888972628495,0.01673968277893856
2007-12-06,0.014313377304427943,0.0,-0.00500968205654978,0.014313377304427943
2007-12-07,-0.0001983872426472022,-0.0,6.943553492652076e-05,-0.0001983872426472022
2007-12-10,0.007752231498658224,0.0,-0.0027132810245303783,0.007752231498658224
2007-12-11,-0.0274194111102275,-0.0,0.009596793888579624,-0.0274194111102275
2007-12-12,0.009871025168877612,0.0,-0.003454858809107164,0.009871025168877612
2007-12-13,-0.0020750477272482026,-0.0,0.0007262667045368708,-0.0020750477272482026
2007-12-14,-0.01267994649485682,-0.0,0.004437981273199887,-0.01267994649485682
2007-12-17,-0.0142688287147954,-0.0,0.00499409005017839,-0.0142688287147954
2007-12-18,0.0055833358012260526,0.0055833358012260526,-0.0019541675304291183,0.0055833358012260526
2007-12-19,0.0,0.0,-0.0,0.0
